lift873_source	lift873_target	source_872	landing_872	verdict
873.w4lift-5737d46913ce.txt	873.w4lift-933bdc0a250e.txt	872.up-04951eb121a7.txt	872.up-4e2af0009a66.txt	BRIDGE
873.w4lift-5b2dffc5d975.txt	873.w4lift-9b8873cb3799.txt	872.up-048c6471a367.txt	872.up-064ebac8c68c.txt	BRIDGE
873.w4lift-5d22ce1f2906.txt	873.w4lift-10259551e038.txt	872.up-453e9a5aeba6.txt	872.up-608669725f5b.txt	BRIDGE
873.w4lift-5f7edfd3e4a8.txt	873.w4lift-b3608e6912b6.txt	872.up-3971f0347aee.txt	872.up-78dd9e9830df.txt	BRIDGE
873.w4lift-60c94a60d8c8.txt	873.w4lift-ae264dc3d537.txt	872.up-608669725f5b.txt	872.up-453e9a5aeba6.txt	BRIDGE
873.w4lift-60c94a60d8c8.txt	873.w4lift-bc633cc4ad02.txt	872.up-608669725f5b.txt	872.up-5f1820a515a6.txt	BRIDGE
873.w4lift-63061bd7162d.txt	873.w4lift-a9c0da5222ed.txt	872.up-a76989d068bf.txt	872.up-6a0257acee61.txt	BRIDGE
873.w4lift-63286b3bde51.txt	873.w4lift-aedbf3fa92d9.txt	872.up-bfcd91bf9d9a.txt	872.up-8a5194e7bd6e.txt	BRIDGE
873.w4lift-63286b3bde51.txt	873.w4lift-b87403b583d7.txt	872.up-bfcd91bf9d9a.txt	872.up-daf28bae0cbd.txt	BRIDGE
873.w4lift-63286b3bde51.txt	873.w4lift-ce84e98ea9c9.txt	872.up-bfcd91bf9d9a.txt	872.up-46a002f84d00.txt	BRIDGE
873.w4lift-63286b3bde51.txt	873.w4lift-dbe3b61acaa0.txt	872.up-bfcd91bf9d9a.txt	872.up-8307b7d7527f.txt	BRIDGE
873.w4lift-63286b3bde51.txt	873.w4lift-e3b303babf93.txt	872.up-bfcd91bf9d9a.txt	872.up-a6de04af6295.txt	BRIDGE
873.w4lift-634ad4a01389.txt	873.w4lift-d78ae42f9d1b.txt	872.up-2900d6d01713.txt	872.up-14dfe0b765b9.txt	BRIDGE
873.w4lift-634ad4a01389.txt	873.w4lift-ff60a2e17edf.txt	872.up-2900d6d01713.txt	872.up-1735d39e3fda.txt	BRIDGE
873.w4lift-6477d95f46fb.txt	873.w4lift-b6c3b70015c3.txt	872.up-5cc89cac6581.txt	872.up-f1bdf690c025.txt	BRIDGE
873.w4lift-661c9530f76f.txt	873.w4lift-0cc36aa58d81.txt	872.up-51acc2b57f20.txt	872.up-9789736bc244.txt	BRIDGE
873.w4lift-67f4c1b274e4.txt	873.w4lift-51335bdfb643.txt	872.up-b771392d14db.txt	872.up-e9a840c63948.txt	BRIDGE
873.w4lift-68309c09340f.txt	873.w4lift-b91b91357f5d.txt	872.up-4c96cb460915.txt	872.up-884e73f71035.txt	BRIDGE
873.w4lift-68a0bd30d7a7.txt	873.w4lift-9f52f48b8848.txt	872.up-0ced62e5599e.txt	872.up-ce2a830b0d62.txt	BRIDGE
873.w4lift-69274c0d4b0b.txt	873.w4lift-fa058a859771.txt	872.up-f9bbaebe6c73.txt	872.up-182801f67ea3.txt	BRIDGE
873.w4lift-6ad3b9cd5747.txt	873.w4lift-f82913882799.txt	872.up-e2b1871fbf7a.txt	872.up-92c49c81a0a2.txt	BRIDGE
873.w4lift-6b589616f701.txt	873.w4lift-db3b096edc88.txt	872.up-5cc89cac6581.txt	872.up-f1bdf690c025.txt	BRIDGE
873.w4lift-6eabeb5cc6f7.txt	873.w4lift-41912793f16c.txt	872.up-6c48ed694daa.txt	872.up-e327f72c7edb.txt	BRIDGE
873.w4lift-6eabeb5cc6f7.txt	873.w4lift-4527ec9a1399.txt	872.up-6c48ed694daa.txt	872.up-55ffbe15f3e5.txt	BRIDGE
873.w4lift-6eabeb5cc6f7.txt	873.w4lift-ce84e98ea9c9.txt	872.up-6c48ed694daa.txt	872.up-46a002f84d00.txt	BRIDGE
873.w4lift-6eabeb5cc6f7.txt	873.w4lift-efaf6590c06f.txt	872.up-6c48ed694daa.txt	872.up-fd79f9347cc6.txt	BRIDGE
873.w4lift-73664c45e2d2.txt	873.w4lift-9bf5bc00b51f.txt	872.up-e1f0ef481855.txt	872.up-b6e9ebea6ccb.txt	BRIDGE
873.w4lift-74493ec9884d.txt	873.w4lift-d99c6f8b8d58.txt	872.up-07bc5d6728ef.txt	872.up-793029c1fb87.txt	BRIDGE
873.w4lift-75f680df18d4.txt	873.w4lift-8460d4cdb9c1.txt	872.up-4f6e4d6ed536.txt	872.up-c780529cd77f.txt	BRIDGE
873.w4lift-791c2549a578.txt	873.w4lift-c7c5816769e3.txt	872.up-ce2a830b0d62.txt	872.up-0ced62e5599e.txt	BRIDGE
873.w4lift-79aa847679f6.txt	873.w4lift-c48df3da0921.txt	872.up-049d89a139b4.txt	872.up-b6285d5e8864.txt	BRIDGE
873.w4lift-7b829ed573c6.txt	873.w4lift-12b36f40d22e.txt	872.up-dcb5b2c1d312.txt	872.up-80155e63e281.txt	BRIDGE
873.w4lift-7d5dd0ca27b1.txt	873.w4lift-a2ec644bce52.txt	872.up-a76989d068bf.txt	872.up-6a0257acee61.txt	BRIDGE
873.w4lift-7de9fc4573a0.txt	873.w4lift-8967af65f99c.txt	872.up-e2b1871fbf7a.txt	872.up-92c49c81a0a2.txt	BRIDGE
873.w4lift-822f6d0401ec.txt	873.w4lift-99f877fa03d1.txt	872.up-dd2f20730b11.txt	872.up-bf2577972c2d.txt	BRIDGE
873.w4lift-822f6d0401ec.txt	873.w4lift-fefaa4dd1cb9.txt	872.up-dd2f20730b11.txt	872.up-27a966451c87.txt	BRIDGE
873.w4lift-82bdf482a351.txt	873.w4lift-322218602b64.txt	872.up-a7722221f832.txt	872.up-e0fb97e448b2.txt	BRIDGE
873.w4lift-8460d4cdb9c1.txt	873.w4lift-75f680df18d4.txt	872.up-c780529cd77f.txt	872.up-4f6e4d6ed536.txt	BRIDGE
873.w4lift-84887c74b1cb.txt	873.w4lift-a3b84caf318e.txt	872.up-918730b9e3a3.txt	872.up-967b93e8d35d.txt	BRIDGE
873.w4lift-8967af65f99c.txt	873.w4lift-7de9fc4573a0.txt	872.up-92c49c81a0a2.txt	872.up-e2b1871fbf7a.txt	BRIDGE
873.w4lift-8c31211fed69.txt	873.w4lift-064e73f8aaa9.txt	872.up-81b93b88bbc6.txt	872.up-b3fe856d9e31.txt	BRIDGE
873.w4lift-933bdc0a250e.txt	873.w4lift-5737d46913ce.txt	872.up-4e2af0009a66.txt	872.up-04951eb121a7.txt	BRIDGE
873.w4lift-934474ce0c55.txt	873.w4lift-27d9a372c798.txt	872.up-441620668166.txt	872.up-4c777dfe1f22.txt	BRIDGE
873.w4lift-95cc35d1786b.txt	873.w4lift-e8370f507209.txt	872.up-d2a86e27252a.txt	872.up-a6938f30e463.txt	BRIDGE
873.w4lift-9606b423c504.txt	873.w4lift-280bfe3f86db.txt	872.up-9789736bc244.txt	872.up-e83cf969d73c.txt	BRIDGE
873.w4lift-9606b423c504.txt	873.w4lift-cab1c57a00c5.txt	872.up-9789736bc244.txt	872.up-51acc2b57f20.txt	BRIDGE
873.w4lift-968f91aad8a6.txt	873.w4lift-276c8aeb2501.txt	872.up-4869a9da5453.txt	872.up-50e80db18080.txt	BRIDGE
873.w4lift-97c55efd9af4.txt	873.w4lift-1302beec9d26.txt	872.up-fb08668baa5d.txt	872.up-2c1494154ea6.txt	BRIDGE
873.w4lift-97c55efd9af4.txt	873.w4lift-4d9a43ee2678.txt	872.up-fb08668baa5d.txt	872.up-957a68729445.txt	BRIDGE
873.w4lift-97c55efd9af4.txt	873.w4lift-a06295a0379d.txt	872.up-fb08668baa5d.txt	872.up-96f42b583ba8.txt	BRIDGE
873.w4lift-97c55efd9af4.txt	873.w4lift-b26b46f94ee4.txt	872.up-fb08668baa5d.txt	872.up-5b98b9cb1c0d.txt	BRIDGE
873.w4lift-99f877fa03d1.txt	873.w4lift-822f6d0401ec.txt	872.up-bf2577972c2d.txt	872.up-dd2f20730b11.txt	BRIDGE
873.w4lift-9acd111ad566.txt	873.w4lift-e0102f9bb12f.txt	872.up-4e2af0009a66.txt	872.up-04951eb121a7.txt	BRIDGE
873.w4lift-9b8873cb3799.txt	873.w4lift-5b2dffc5d975.txt	872.up-064ebac8c68c.txt	872.up-048c6471a367.txt	BRIDGE
873.w4lift-9bf5bc00b51f.txt	873.w4lift-41912793f16c.txt	872.up-b6e9ebea6ccb.txt	872.up-e327f72c7edb.txt	BRIDGE
873.w4lift-9bf5bc00b51f.txt	873.w4lift-73664c45e2d2.txt	872.up-b6e9ebea6ccb.txt	872.up-e1f0ef481855.txt	BRIDGE
873.w4lift-9bf5bc00b51f.txt	873.w4lift-dbe3b61acaa0.txt	872.up-b6e9ebea6ccb.txt	872.up-8307b7d7527f.txt	BRIDGE
873.w4lift-9c6dd0bafce3.txt	873.w4lift-095295326550.txt	872.up-f582b4de11b3.txt	872.up-ef5decf11b0d.txt	BRIDGE
