rule_id	n	shape_eo_ei_do_di	source_tables	n_pairs	inverse_id	inverse_present	rev_frame_id	rev_present	invrev_id	undirected_object	undirected_mult	reversal_object	reversal_mult	full_object	full_mult	census_undirected_edges	edgeset_group	census_undirected_edges	edgeset_group
4051cfed06ab	7	384,390,9,3	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	5bd9509256ff	Y	4051cfed06ab	Y	5bd9509256ff	4051cfed06ab	2	4051cfed06ab	1	4051cfed06ab	2	1	E0169	1	E0169
405b7c3d3a0f	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	ff1349883d98	Y	ddefe5f1daa4	Y	8562c2351bec	405b7c3d3a0f	2	405b7c3d3a0f	2	405b7c3d3a0f	4	2	E0170	2	E0170
41a730999ec8	7	96,96,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	84209a8c0f2c	Y	3cb309c151f7	N	779d8b92dfff	41a730999ec8	2	41a730999ec8	1	41a730999ec8	2	4	E0171	4	E0171
41dfe21e6c1c	7	186,186,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	e76c9c894e18	Y	c95a5ca12670	N	10d9356778da	41dfe21e6c1c	2	41dfe21e6c1c	1	41dfe21e6c1c	2	2	E0172	2	E0172
42447316c4f1	7	516,522,9,3	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	37003398a949	Y	0e37f34fd908	N	a44979d58ad3	37003398a949	2	42447316c4f1	1	37003398a949	2	1	E0141	1	E0141
427e8cc7a808	7	60,60,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	bbf1b4974173	Y	f5542aa46bd8	Y	dd454bcc3c5a	427e8cc7a808	2	427e8cc7a808	2	427e8cc7a808	4	4	E0173	4	E0173
427f0cd25687	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	bb74acd56cf9	Y	d9bc52991bee	N	b0930dab748f	427f0cd25687	2	427f0cd25687	1	427f0cd25687	2	4	E0174	4	E0174
429db3717944	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	b13177991e02	Y	b081b754d26e	Y	62a74ce65faa	429db3717944	2	429db3717944	2	429db3717944	4	32	E0175	32	E0175
42fbf3f0d536	7	132,132,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	a6cdd296693f	Y	08979c4016d6	Y	b33e8d83721c	42fbf3f0d536	2	08979c4016d6	2	08979c4016d6	4	4	E0023	4	E0023
430f8ba0d5bf	7	60,60,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=3	5d3074fe7163	Y	c4bc3f5987c1	N	104102cdb963	430f8ba0d5bf	2	430f8ba0d5bf	1	430f8ba0d5bf	2	8	E0176	8	E0176
435e181a3f3c	7	162,162,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=2	94e83c3c75fb	Y	1e4a4ce33f7f	N	8eb4a43f427d	435e181a3f3c	2	435e181a3f3c	1	435e181a3f3c	2	4	E0177	4	E0177
438b84033bfa	7	204,204,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	400f540f4bc2	Y	12361d714019	N	add5eade04f8	400f540f4bc2	2	438b84033bfa	1	400f540f4bc2	2	2	E0168	2	E0168
4397e30222b2	7	108,108,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=3	d3d61412dc56	Y	45a947482465	Y	27b09fd682e3	4397e30222b2	2	4397e30222b2	2	27b09fd682e3	4	8	E0106	8	E0106
442632459723	7	162,162,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	1dc8fef1698c	Y	4a5023fb6f26	N	2cb8f93eed94	1dc8fef1698c	2	442632459723	1	1dc8fef1698c	2	2	E0081	2	E0081
4428d2ecf001	7	180,180,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	f9ee8b6c0294	Y	c1f8184a0d6d	N	76582ab85bb2	4428d2ecf001	2	4428d2ecf001	1	4428d2ecf001	2	4	E0178	4	E0178
44bac1587ba9	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	ecad0e65a5d2	Y	a334d94e4000	N	fd05fd8725f2	44bac1587ba9	2	44bac1587ba9	1	44bac1587ba9	2	8	E0179	8	E0179
45a947482465	7	108,108,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=3	27b09fd682e3	Y	4397e30222b2	Y	d3d61412dc56	27b09fd682e3	2	4397e30222b2	2	27b09fd682e3	4	8	E0106	8	E0106
45e1abda4c12	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	7b5542740cec	Y	c166a6f5a3ee	N	ca0b8a1206c8	45e1abda4c12	2	45e1abda4c12	1	45e1abda4c12	2	16	E0180	16	E0180
46267e810eac	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=7	6e21f7e985fe	Y	56bafa20e0e9	N	1aab49e12fe7	46267e810eac	2	46267e810eac	1	46267e810eac	2	8	E0181	8	E0181
4728d8e5f3d2	7	36,36,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	c2220252475b	Y	1faaa4372ea9	N	5edafd148a9b	4728d8e5f3d2	2	4728d8e5f3d2	1	4728d8e5f3d2	2	8	E0182	8	E0182
47a02395c8f4	7	318,318,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	d4fbf7fd6f23	Y	006e2eb74c72	N	a6300b0ea8b8	47a02395c8f4	2	47a02395c8f4	1	47a02395c8f4	2	1	E0183	1	E0183
48618e07e64c	7	402,408,9,3	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	945e26e3b212	Y	4927b8230969	N	f17127c17e58	48618e07e64c	2	48618e07e64c	1	48618e07e64c	2	1	E0184	1	E0184
487b3aecfeb2	7	174,174,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	f1f39aaf528e	Y	d9d08fb76f35	N	f92d3b1c3ed7	487b3aecfeb2	2	487b3aecfeb2	1	487b3aecfeb2	2	4	E0185	4	E0185
48c30fab9556	7	12,12,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=7	803ec382c593	Y	48c30fab9556	Y	803ec382c593	48c30fab9556	2	48c30fab9556	1	48c30fab9556	2	10	E0186	10	E0186
48f9270682d9	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=14	2e62188e3c8b	Y	2e62188e3c8b	Y	48f9270682d9	2e62188e3c8b	2	2e62188e3c8b	2	2e62188e3c8b	2	16	E0127	16	E0127
495b710dba59	7	456,462,9,3	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	bb9ef9370a0d	Y	495b710dba59	Y	bb9ef9370a0d	495b710dba59	2	495b710dba59	1	495b710dba59	2	1	E0187	1	E0187
49a13c4700c6	7	516,510,3,9	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	e710971edcbf	Y	9841ecb691a5	N	1048df64e30e	49a13c4700c6	2	49a13c4700c6	1	49a13c4700c6	2	1	E0188	1	E0188
49c5410504fe	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=15	4f671bc3d3f3	Y	2e61ccbfa412	N	2db9124f5c9c	49c5410504fe	2	49c5410504fe	1	49c5410504fe	2	20	E0189	20	E0189
49d4d9e84135	7	174,174,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	bb0325078ded	Y	c5963e7738e8	N	637827456d89	49d4d9e84135	2	49d4d9e84135	1	49d4d9e84135	2	8	E0190	8	E0190
49eb8498235d	7	108,108,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	92dd26e01875	Y	0058ac858d36	Y	1be958ce8f4e	49eb8498235d	2	0058ac858d36	2	0058ac858d36	4	8	E0000	8	E0000
49fff6b78fa8	7	36,36,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	49fff6b78fa8	Y	fc41a7bd9625	N	fc41a7bd9625	49fff6b78fa8	1	49fff6b78fa8	1	49fff6b78fa8	1	1	E0191	1	E0191
4ad13835a281	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=7	211974864876	Y	53388a51deab	N	33825def0181	211974864876	2	4ad13835a281	1	211974864876	2	8	E0091	8	E0091
4adf6b64f36e	7	72,72,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	06cbb44e483f	Y	99ca576f76a7	N	af67a509445d	06cbb44e483f	2	4adf6b64f36e	1	06cbb44e483f	2	2	E0021	2	E0021
4afb5e5acf86	7	180,180,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	de447a54d5c6	Y	7249a5abd764	N	6e9ca009deac	4afb5e5acf86	2	4afb5e5acf86	1	4afb5e5acf86	2	4	E0192	4	E0192
4bb158d41da1	7	492,486,3,9	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	bf30f607a61f	Y	138f69b1ed46	N	ef072aac799d	4bb158d41da1	2	4bb158d41da1	1	4bb158d41da1	2	1	E0193	1	E0193
4bf7e3748717	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=7	71fce178fd55	Y	09e40c2ba7cf	N	bf9503ec8f9d	4bf7e3748717	2	4bf7e3748717	1	4bf7e3748717	2	10	E0194	10	E0194
4c331cf536a0	7	108,108,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	8483f8b7ecb1	Y	ae6a4aaa0134	N	fa708a9c92a5	4c331cf536a0	2	4c331cf536a0	1	4c331cf536a0	2	2	E0195	2	E0195
4c4f2d1a4871	7	204,204,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=2	c5613db25dba	Y	63f22180c1f7	N	61d47c4c21a6	4c4f2d1a4871	2	4c4f2d1a4871	1	4c4f2d1a4871	2	4	E0196	4	E0196
4c6e579a7560	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=8	72d376c5571d	Y	72d376c5571d	Y	4c6e579a7560	4c6e579a7560	2	4c6e579a7560	2	4c6e579a7560	2	9	E0197	9	E0197
4cacb912829b	7	468,474,9,3	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	2c483ace0daa	Y	4cacb912829b	Y	2c483ace0daa	2c483ace0daa	2	4cacb912829b	1	2c483ace0daa	2	1	E0121	1	E0121
4cc654e02a5f	7	480,486,9,3	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	cd6c8c10c579	Y	cbeeba88760b	N	c261949024d0	4cc654e02a5f	2	4cc654e02a5f	1	4cc654e02a5f	2	1	E0198	1	E0198
4ce48a92b573	7	210,210,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	989d2fdca27a	Y	bc61d550dfc1	N	2a0d0fbc5929	4ce48a92b573	2	4ce48a92b573	1	4ce48a92b573	2	2	E0199	2	E0199
4d9a21b2c945	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=10	f87b924fc4aa	Y	7df2e335695d	N	df1d21e21443	4d9a21b2c945	2	4d9a21b2c945	1	4d9a21b2c945	2	16	E0200	16	E0200
4eb2562f0637	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	13f6c2effda5	Y	1e95aaf59d36	Y	3928acbccbec	13f6c2effda5	2	1e95aaf59d36	2	13f6c2effda5	4	2	E0052	2	E0052
4ecba60aa35e	7	48,48,0,0	rules_n7.tsv,rules_n7_a256.tsv	rules_n7.tsv=2,rules_n7_a256.tsv=2	9729dc5f53f8	Y	4ecba60aa35e	Y	9729dc5f53f8	4ecba60aa35e	2	4ecba60aa35e	1	4ecba60aa35e	2	2	E0201	2	E0201
4f116897fd63	7	49,48,1,2	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	cfe46d0a2eed	Y	7bd849e3d4b2	N	89ff73b7862b	4f116897fd63	2	4f116897fd63	1	4f116897fd63	2	1	E0202	1	E0202
4f671bc3d3f3	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=15	49c5410504fe	Y	2db9124f5c9c	N	2e61ccbfa412	49c5410504fe	2	4f671bc3d3f3	1	49c5410504fe	2	20	E0189	20	E0189
4f8df87699e7	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=5	b2d27c6fb87b	Y	d0f29912759f	N	8ef4b9f8fa14	4f8df87699e7	2	4f8df87699e7	1	4f8df87699e7	2	8	E0203	8	E0203
4fee2fcf1569	7	174,174,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	fe22f3e91d6f	Y	a8ef3764cb72	N	e8405f07beda	4fee2fcf1569	2	4fee2fcf1569	1	4fee2fcf1569	2	4	E0204	4	E0204
510b5a794970	7	186,186,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	fee203226e22	Y	45dfb6f2d278	N	a0aabee848de	510b5a794970	2	510b5a794970	1	510b5a794970	2	2	E0205	2	E0205
51225a9bb93e	7	60,60,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=3	96c7e62b0db1	Y	9c3453ce4688	N	da6089d247c3	51225a9bb93e	2	51225a9bb93e	1	51225a9bb93e	2	8	E0206	8	E0206
5135b7adb396	7	174,174,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	8411b9baf058	Y	0cf462831a68	N	182de566f286	5135b7adb396	2	5135b7adb396	1	5135b7adb396	2	4	E0207	4	E0207
5166d6e62e75	7	36,36,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=3	151c9d94814a	Y	e3da64e6da9b	Y	3f4b1bcb6fa8	151c9d94814a	2	5166d6e62e75	2	151c9d94814a	4	8	E0057	8	E0057
518f9139e0cb	7	108,108,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	1440a8e1a807	Y	184a34c3c4ad	N	eba5a9090074	1440a8e1a807	2	518f9139e0cb	1	1440a8e1a807	2	2	E0053	2	E0053
51c13efc7a14	7	0,1,2,1	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=4	a23d031fbcd3	Y	dc4f47bd010d	N	3abf65c6db42	51c13efc7a14	2	51c13efc7a14	1	51c13efc7a14	2	13	E0208	13	E0208
52066a3cc9fc	7	132,132,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	37cc3a8e114c	Y	3461bb5fa4e9	N	68659e3421df	37cc3a8e114c	2	52066a3cc9fc	1	37cc3a8e114c	2	8	E0143	8	E0143
526035ef3d01	7	204,204,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	918cf6abec0b	Y	6f4a2f178ff6	N	fd9aec411e07	526035ef3d01	2	526035ef3d01	1	526035ef3d01	2	2	E0209	2	E0209
535af5f8d015	7	522,528,9,3	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	35bbec47e33d	Y	73d24df9e157	N	b40511323afd	35bbec47e33d	2	535af5f8d015	1	35bbec47e33d	2	1	E0139	1	E0139
53ccd5171863	7	132,132,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	3a296520ca00	Y	9e9d1fddba16	Y	ec8aeb81c478	3a296520ca00	2	53ccd5171863	2	3a296520ca00	4	4	E0156	4	E0156
5466fc6ea07e	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	3b4fcdbf4387	Y	d16acee52433	Y	05ae19017d4c	3b4fcdbf4387	2	5466fc6ea07e	2	05ae19017d4c	4	2	E0015	2	E0015
54b7bc1c7a38	7	192,192,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	f901e6cffd9f	Y	54b7bc1c7a38	Y	f901e6cffd9f	54b7bc1c7a38	2	54b7bc1c7a38	1	54b7bc1c7a38	2	1	E0210	1	E0210
54df7d6885d9	7	180,180,0,0	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	92fb5307eb65	Y	54df7d6885d9	Y	92fb5307eb65	54df7d6885d9	2	54df7d6885d9	1	54df7d6885d9	2	1	E0211	1	E0211
5581e578134b	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=3	d0a01a1ac47d	Y	d0a01a1ac47d	Y	5581e578134b	5581e578134b	2	5581e578134b	2	5581e578134b	2	12	E0212	12	E0212
5591f470dd0d	7	282,282,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	f730adbbcb07	Y	df035336c154	N	96effc5ea0b1	5591f470dd0d	2	5591f470dd0d	1	5591f470dd0d	2	1	E0213	1	E0213
55ceb6cb2330	7	48,48,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	a97d1120a6ed	Y	160db86fd0b0	N	8f0460768918	55ceb6cb2330	2	55ceb6cb2330	1	55ceb6cb2330	2	4	E0214	4	E0214
55ebb8b168a5	7	60,60,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=4	ab11977fcf47	Y	d5c71bba2746	N	de418ffd0427	55ebb8b168a5	2	55ebb8b168a5	1	55ebb8b168a5	2	8	E0215	8	E0215
566247c9db1e	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	31a6811f7e37	Y	ed39c8e00437	Y	b084b8ac8244	31a6811f7e37	2	566247c9db1e	2	31a6811f7e37	4	2	E0133	2	E0133
569e779b71c2	7	420,426,9,3	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	5be118229918	Y	569e779b71c2	Y	5be118229918	569e779b71c2	2	569e779b71c2	1	569e779b71c2	2	1	E0216	1	E0216
56f642d92240	7	168,168,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	176d3814e13d	Y	a792d92caaf7	N	dd55b0736383	176d3814e13d	2	56f642d92240	1	176d3814e13d	2	8	E0064	8	E0064
573b5918fcfd	7	198,198,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	e0be9b4548fa	Y	04b8bbb8ec5d	N	186b083e370a	573b5918fcfd	2	573b5918fcfd	1	573b5918fcfd	2	4	E0217	4	E0217
573ebb4e5913	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	f66db8d87212	Y	9db0a4d4fa85	N	573a94ea6662	573ebb4e5913	2	573ebb4e5913	1	573ebb4e5913	2	8	E0218	8	E0218
573ebdfa18ad	7	504,498,3,9	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	6af13929fbb1	Y	9142102585df	N	182fd78e79e9	573ebdfa18ad	2	573ebdfa18ad	1	573ebdfa18ad	2	1	E0219	1	E0219
5937ccee41db	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	9904ad27d680	Y	8aa1caeeb336	Y	a4ae35cede60	5937ccee41db	2	5937ccee41db	2	5937ccee41db	4	2	E0220	2	E0220
59ec37404138	7	288,288,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	d693593523cd	Y	bb9be884d711	N	d792f75349c7	59ec37404138	2	59ec37404138	1	59ec37404138	2	1	E0221	1	E0221
5a8c41d2ff5e	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	b63310b11815	Y	e102740b5841	Y	399155bb1069	5a8c41d2ff5e	2	5a8c41d2ff5e	2	399155bb1069	4	2	E0149	2	E0149
5aceefba3b64	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	ada84d0153fa	Y	71c5db04b01a	N	f52fa9aa52d8	5aceefba3b64	2	5aceefba3b64	1	5aceefba3b64	2	16	E0222	16	E0222
5bbd9f177d9c	7	162,162,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	6e943a6ae528	Y	529abfe9b753	N	a0f723e09f22	5bbd9f177d9c	2	5bbd9f177d9c	1	5bbd9f177d9c	2	2	E0223	2	E0223
5bd9509256ff	7	390,384,3,9	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	4051cfed06ab	Y	5bd9509256ff	Y	4051cfed06ab	4051cfed06ab	2	5bd9509256ff	1	4051cfed06ab	2	1	E0169	1	E0169
5be118229918	7	426,420,3,9	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	569e779b71c2	Y	5be118229918	Y	569e779b71c2	569e779b71c2	2	5be118229918	1	569e779b71c2	2	1	E0216	1	E0216
5bf23f32ca54	7	108,108,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	77edc40696c8	Y	37cbae347c6f	N	1a44253e72b0	5bf23f32ca54	2	5bf23f32ca54	1	5bf23f32ca54	2	2	E0224	2	E0224
5c37934c0e37	7	492,498,9,3	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	14dbfee2d4bb	Y	5c37934c0e37	Y	14dbfee2d4bb	14dbfee2d4bb	2	5c37934c0e37	1	14dbfee2d4bb	2	1	E0056	1	E0056
5c5648cddbd6	7	108,108,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	c04133834105	Y	b7277f4b4d92	N	4ccb2676e566	5c5648cddbd6	2	5c5648cddbd6	1	5c5648cddbd6	2	2	E0225	2	E0225
5cadd625a68e	7	108,108,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	9ed61ed63d31	Y	ed5a4fa02786	N	9e6201b71d22	5cadd625a68e	2	5cadd625a68e	1	5cadd625a68e	2	2	E0226	2	E0226
5cd3cbbb1e5a	7	438,444,9,3	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	b7786fb21162	Y	1458b737d6f9	N	fee91e0ac829	5cd3cbbb1e5a	2	5cd3cbbb1e5a	1	5cd3cbbb1e5a	2	1	E0227	1	E0227
5cd553a8321b	7	84,84,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	bc6dd269b36a	Y	0f91c94bac0f	N	9401bb8ec27e	5cd553a8321b	2	5cd553a8321b	1	5cd553a8321b	2	2	E0228	2	E0228
5d3074fe7163	7	60,60,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=3	430f8ba0d5bf	Y	104102cdb963	N	c4bc3f5987c1	430f8ba0d5bf	2	5d3074fe7163	1	430f8ba0d5bf	2	8	E0176	8	E0176
5df234313d5d	7	306,306,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	b7f629ee6373	Y	bca53e2262ec	N	3efd3ad80bc9	5df234313d5d	2	5df234313d5d	1	5df234313d5d	2	1	E0229	1	E0229
5e303fc5a688	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	1953b28ffc27	Y	a31532e3fc4a	N	50217ca3a1ca	1953b28ffc27	2	5e303fc5a688	1	1953b28ffc27	2	8	E0067	8	E0067
5e3e40b58466	7	36,36,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	c958df8ea4c3	Y	70cb7fe10749	N	3ca7947a0c4b	5e3e40b58466	2	5e3e40b58466	1	5e3e40b58466	2	8	E0230	8	E0230
5f12a02d1321	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	e29b2ab073c4	Y	638d297a119f	N	7a77bafb75de	5f12a02d1321	2	5f12a02d1321	1	5f12a02d1321	2	4	E0231	4	E0231
5f89beb942b2	7	198,198,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	3d18e34840c5	Y	d7a33f148280	N	f5d09d08c428	3d18e34840c5	2	5f89beb942b2	1	3d18e34840c5	2	4	E0162	4	E0162
5fdd20443018	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	1f22bfdc604d	Y	083fb1d0079b	N	c216a9ac12c8	1f22bfdc604d	2	5fdd20443018	1	1f22bfdc604d	2	4	E0085	4	E0085
5ff76078c599	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=28	8373a022eef2	Y	cf790b7e7212	N	5be9d4918e05	5ff76078c599	2	5ff76078c599	1	5ff76078c599	2	32	E0232	32	E0232
60748cf01c32	7	108,108,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	95415ff344bb	Y	c46ad2463388	Y	39a60f60d325	60748cf01c32	2	60748cf01c32	2	39a60f60d325	4	8	E0151	8	E0151
61425d36b790	7	318,318,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	ffee84a6f2e4	Y	d721819e7d6d	N	9aa088f919b7	61425d36b790	2	61425d36b790	1	61425d36b790	2	1	E0233	1	E0233
61e671455635	7	150,150,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=4	27becabec391	Y	e466cbfe715b	N	2adc61092ab6	27becabec391	2	61e671455635	1	27becabec391	2	16	E0107	16	E0107
6203f1c4b2cc	7	294,294,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	ce3dbf6afd27	Y	b0a63f387770	N	bb6794260145	6203f1c4b2cc	2	6203f1c4b2cc	1	6203f1c4b2cc	2	1	E0234	1	E0234
6229710a29b2	7	228,228,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	ab676a60b54e	Y	d7bb7c03d32e	N	e24944a11f9c	6229710a29b2	2	6229710a29b2	1	6229710a29b2	2	2	E0235	2	E0235
62a74ce65faa	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=28	b081b754d26e	Y	b13177991e02	Y	429db3717944	62a74ce65faa	2	62a74ce65faa	2	429db3717944	4	32	E0175	32	E0175
633ce2d3f413	7	132,132,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	9ca1059f7d02	Y	e97471679399	Y	7b8c90303ed0	633ce2d3f413	2	633ce2d3f413	2	633ce2d3f413	4	4	E0236	4	E0236
63ac52c757ed	7	486,492,9,3	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	95fa5c852284	Y	b35fbade78f0	N	48e637fc8527	63ac52c757ed	2	63ac52c757ed	1	63ac52c757ed	2	1	E0237	1	E0237
642f48479b2a	7	60,60,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	08228ec67eb6	Y	baefb22d1573	N	71cb5ec4c29e	08228ec67eb6	2	642f48479b2a	1	08228ec67eb6	2	4	E0022	4	E0022
